all_words,count
业绩,3
总资产,1
65.3,1
净资产,1
37.9,1
营收,2
31.7,1
净利润,1
3.57,1
股票代码,2
603000,1
下旬,1
上交所,1
兰陵王,1
热门,8
我王,1
一不小心,6
胖兰,1
绳命,1
屠榜,1
冯绍峰,1
缠绵悱恻,1
纠葛,1
凄美,2
爱情故事,2
Alexander,1
McQueen,2
Resort,1
Collections,1
..........,1
日媒称,2
处分,4
拔旗,1
当事人,7
系日,1
发文,2
驾,10
处以,1
起诉,5
日中,2
司法程序,1
拖延,2
事端,1
亚太经合组织,1
首脑会议,1
首脑,1
会谈,2
zWgUpVs,1
深海,1
惊闻,1
芒果,7
聚光灯,3
声,12
一队,9
谢娜,4
热衷于,1
公益事业,1
不遗余力,1
话剧表演,1
赶过来,1
候选,4
博斯克,1
马特奥,1
切尔西,1
弗格森,2
瓜,4
迪奥拉,1
巴塞罗那,1
勒夫,1
海因,1
克斯,1
拜仁,2
慕尼黑,1
克洛普,1
曼奇尼,1
曼城,2
穆里尼奥,1
皇家,1
马德里,1
普兰德,1
利,3
颁奖典礼,1
星闻,2
BIGBANG,4
内部人员,2
几家,1
BB,2
YG,2
商谈,2
天天向上,7
综艺,2
VS,5
脱口,1
有小五,1
欧弟,1
亲切感,1
两家,3
建立,9
人脉,1
换位,1
适应环境,1
嘴要,1
言多必失,1
遵守,1
信守诺言,1
平常心,1
以敬,1
检讨,3
述说,1
放任,1
深夜里,1
倾述,1
伤感,2
寄生,7
蛆虫,15
玻璃杯,7
进水,7
放点,7
盐,12
完好,8
表皮,7
往外,7
钻,8
锅巴,1
淘净,1
放锅,1
煮成,1
半熟,1
捞出,4
再放,1
蒸锅,1
蒸熟,1
拌入,1
少量,2
猪油,2
米饭,3
冷却,1
常温,2
时拌,1
入,4
手工,4
擀成,1
2mm,1
厚,3
刀切,1
小片,2
适量,2
植物油,1
入锅,1
加热,2
油热后,1
放入,9
米片,1
炸至,1
浅黄色,1
控去,1
调味粉,1
♥,2
学着,1
顾问,2
曝林峰,1
吴千语,6
年底,6
厦门,9
据港媒,3
林峰,1
痴恋,2
爆灯,1
程度,10
网民,12
几面,1
豪宅,1
不住,2
搬到,1
香闺,1
试婚,1
朝夕,1
更觉,1
难舍难离,1
林峰终,1
落实,7
摆酒,1
迎娶,2
8shiAbn,1
屠夫,4
卖肉,1
摊位,3
工商,1
税务,1
卫生防疫,1
找茬儿,1
喊冤,5
操刀,1
剁,2
死伤,2
欺负,5
事说,1
没杀,1
一期,2
潮,1
第二人称,1
有心,4
猜到,1
就是指,1
于公,1
一封,1
不便,1
直说,1
辞职信,1
于私,1
交代,2
絮絮叨叨,1
没关系,1
来日方长,1
白纸黑字,1
重聚,1
炎热,2
国度,3
瘦长,1
身躯,1
乌黑,1
发亮,2
低微,1
下嫁,1
嘲笑,3
涉足,1
宗教,2
幼时,1
触犯,1
禁区,2
美洲,1
风狂雨骤,1
始终,8
观海,1
石头,3
枕,1
增值,1
技能,2
打发,1
王利芬,3
石述,1
夜归,2
伍堡,1
天真无邪,1
欲哭无泪,1
轉發,4
重谢,1
電话,1
137,1
7489,1
5533,1
动动,1
晋江,1
陈志东,1
泉州,2
打拐,1
何晟铭,1
典礼,1
沸腾,4
爷,2
话令,1
HIGH,1
高点,1
感言,1
晟,1
铭,1
萌萌,1
打招呼,1
对话,5
追闹,1
工作日,1
荷花,1
释放,3
来段,1
小视频,1
zWY7dGV,1
签证,15
区分,1
赴,8
泰,5
申请者,2
递交,2
出境,2
改选,1
团游,1
旅游者,1
费时费力,1
夺冠,5
剑,2
钻石,2
联赛,4
上海站,1
压轴,2
飞人,2
赛会,1
纪录,4
真棒,1
zOuIG7M,1
职来,3
职往,3
职职,2
萌动,1
绽放,2
奇幻,2
漂流,2
欣喜,2
独一无二,2
相伴,4
扬帆,1
驾起,1
方舟,2
进发,1
多路,3
肆无忌惮,4
正大光明,2
毫无顾忌,2
挥霍,2
明目张胆,2
合情合理,2
视而不见,2
慈善机构,2
不放过,2
穷凶恶极,1
企鹅,2
刀手,2
华昌路,1
靠近,3
中兴路,1
海伦,1
新苑,1
好伐,1
留意,5
多谢,2
真题,4
参考,3
高等教育出版社,1
考研,5
历年,1
这本,2
一题,2
审,1
题源,1
探析,1
麦,2
四处奔波,1
一顿,5
鸡,6
响当当,1
德约,1
优衣库,1
第三场,2
非受,2
迫性,2
好歹,1
五盘,1
惊险,2
优衣,1
UE,1
unforced,1
error,1
对德约,1
签,3
赞助商,1
稳定性,1
忧心忡忡,1
NBA,2
gif,1
JR,2
史密斯,2
压哨,1
本赛季,2
第二次,4
主教练,2
现役,1
一投,1
江油,2
大堰,1
白纲,3
蛋儿,3
非主流,1
调皮,1
伶俐,1
自由自在,1
蹦达,1
田野,1
热爱,7
摇滚,2
欢喜,2
蓝精灵,1
之歌,1
白举,1
纲,1
浪费时间,3
三件,1
猜测,5
猜中,2
坏处,1
毫无意义,3
无谓,1
浪费,1
太短,1
没留,1
阴历,2
吉利,2
起源于,2
隋朝,2
香港廉政公署,2
伯明翰,2
杨家,4
诚,8
抓走,4
罪名,3
巨额财产,2
十字,8
会长,4
流到,2
洗钱,2
公,1
廉政公署,2
杨嘉诚,2
挖出来,2
反盗版,2
联合行动,1
快播,1
盗链,1
视网,1
版权,3
举措,2
科技,8
8DDRbG2,1
死忠,2
没舍得,1
私奔,2
纳木错,1
留影,1
4800,2
海拔,3
不算,4
特意,3
献给,4
英格兰,1
德比,3
安菲尔德,1
带走,3
冠,2
项属,1
轻度,3
脑残,4
坐车,3
下错,3
错层,3
进错,3
班,6
开错,3
发错,3
招呼,8
打错,3
熟人,3
错名,3
毛巾,5
找钱,3
付钱,3
走路,6
撞树,3
撞门,3
电杆,3
在手,3
几项,1
休克,1
州医,1
三院,1
神经内科,1
康,1
肺,2
鼠疫,4
死亡率,1
断定,1
杨姐,1
绝无,2
症状,2
请教,2
传染病,1
陈菊梅,1
有抗,1
免疫,1
经典语录,1
迎战,1
盖,7
打狗棒,1
伺候,2
楼女,6
快活,4
洋相百出,2
BY,5
贾,2
海红,1
袁,4
归来,2
天宇,1
双星,2
伴月,1
孤单,4
室女座,1
恒星,1
角宿,1
夜空,1
到时候,1
平添,1
亮亮的,1
天气晴朗,1
凭肉眼,1
相机,8
好了吗,2
别错过,1
8sLm6n9,1
亲眼目睹,2
白蚁,1
成虫,1
繁殖,1
拍打,2
会要,2
木,3
寸,2
衬托,1
富豪,1
祝華強,1
ELEVEN,1
Ccc,1
每晚,1
真真切切,1
地过,1
几倍,1
叫醒,1
范玮琪,1
z0g76us,1
揭发,1
塑化剂,1
功臣,1
行政院,3
嘉奖,1
揭丑,1
份子,2
国民党,7
反动,1
院長,1
吳敦義,1
院會前,1
表揚,1
揭發,1
起雲劑,1
違法,1
塑化,1
劑,1
衛生署,1
管理局,3
楊姓,2
技正,2
特別,1
頒發,1
一等功,1
績獎,1
章給,1
吳敦義也,1
加發,1
萬元,2
台幣,1
獎金,1
嘉勉,1
李天,6
一案,6
撤诉,1
撤销,7
控诉,7
已达,2
和解,10
未满,5
醉酒,5
重判,3
极低,3
经李,3
奔走,6
长谈,6
数月,3
王功权,1
过后,5
潜,1
复合,1
闹剧,1
杀青,2
大结局,3
莺,1
鸦归巢,1
吉隆,1
沟,1
珠峰,1
自然保护区,2
鲜为人知,1
达曼,1
其间,1
境内,2
无国籍,1
只能靠,1
低下,4
文盲,1
hd5kCR,1
吹牛,3
卖东西,1
骗,14
AV,7
Nina,1
提及,4
砍掉,1
秘书长,3
潘基文,2
发表声明,3
联合国,6
阿盟,1
特使,3
科菲,1
安南,3
任期,1
届满,1
担任,7
一职,2
深表遗憾,1
深切,1
无私,1
担负起,1
吃力不讨好,1
敬佩,1
孔子,6
2563,1
1939,2
国民政府,1
诞辰日,3
教师节,9
联合国教科文组织,2
中国台湾,3
以此,5
唤醒,3
悠久,2
信奉,1
揭出,1
惊天,3
电表,7
蓄意,1
加速,2
供电,2
计量,1
缺斤短两,1
国家技术监督局,1
个省,1
抽检,1
误差,1
无端,1
地多,1
掏,1
中华,2
骨髓库,3
之名,1
取样,1
建库,1
匹配,1
查询,6
查到,1
再交,1
北大学生,5
激于义愤,1
移植,2
起名,1
zj1f1yv,1
卡索拉上,1
射门,1
厄齐尔,2
纳瓦斯,1
枪手,1
皮雷,1
小法,1
阿森纳队,1
引进,2
多尔斯,2
吉鲁和卡索,1
国脚,1
新援,1
高高在上,1
范,5
大将军,1
打退堂鼓,1
下定决心,2
枪门,1
学生家长,2
不缺,11
某次,1
贵县,1
支柱产业,1
庄稼,1
食品厂,1
建厂,1
插话,2
污染,19
谈拢,1
我信,1
私下,3
全职,1
高手,1
章节,1
一千六百,1
三章,1
20087389,1
8ksLcjY,1
豬蝶,1
頻道,2
2013.02,1
美人龍湯,1
影友會,1
wmv,1
zYtXMgR,1
保护膜,2
砧板,1
BUFF,1
iPad2,1
New,2
0.25,1
毫米,4
超强,1
防护,1
切菜,1
核桃,2
膜,3
撕开,2
四层,2
售价,1
267,1
仓,1
时隔,2
众星,1
朗诵,1
厂商,1
滚蛋,1
高汤,1
胶囊,1
建材,1
奢侈,1
zOWqsNy,1
新高,6
考,4
文理,4
九科,1
会考,5
加大,3
监考,3
计入,4
总分,5
高三,4
赋予,3
民主党派,1
敢讲,1
真言,1
传出,2
会风,1
之变,1
政风,1
指向,1
执政者,1
胆识,1
担当,3
充满活力,1
团结,2
凝聚,2
大运会,1
火炬,1
烤,2
彩椒,1
洋葱,1
国税,2
起征点,5
分组讨论,1
宋兰,1
9000,4
宋兰称,1
税减,1
就富,1
总体,3
还用,1
假人,1
名币,1
假币,20
编号,11
CE86,7
CH3,1
HB90,4
WJ1,4
FA,4
开头,13
王家卫,5
故弄玄虚,1
乱七八糟,1
狗屁不通,1
整几个,1
破,7
词儿,1
看透,3
实战,2
选择题,1
母婴,1
点到,2
买家,2
停留,3
规律,1
掌柜,3
时间段,1
首推,1
主推,1
物流,7
发货,2
接单,1
第几,1
解救,4
大龄,1
湘妹子,1
就职,1
163,2
肤如凝脂,1
面若,1
桃花,1
婀娜多姿,2
曲线,1
玲珑,1
火辣,2
温存,1
张扬,1
跋扈,1
年来,4
年代,6
坚信,4
伯乐,1
之纯,1
爷们,1
金贤重,3
吴秀波,4
照遭,1
清秀,2
稚嫩,1
心术,1
人气,11
看涨,1
稚气未脱,1
无异,1
zOBst09,1
․,1
一分钟,2
口才,1
北分,1
银科,1
层,5
team,2
累倒,1
谣传,2
不管怎么,1
淋浴器,1
塑料管,2
另一头,1
穿过,1
水管,2
垂,1
电烙铁,1
用针,1
洞洞,1
成形,1
只花,1
zHspIuB,1
一千零一夜,1
412,1
克服,4
远不止,2
呲,2
牙,2
比伯粉,1
刷屏,2
新单,3
Heartbreaker,1
占据,2
iTunes,1
榜首,1
比伯,2
销魂,1
战绩,1
zRycYsa,1
春晚,17
分要,4
朴载,5
相,5
给出,5
专机,6
多钱,5
请个,6
人唱,5
两句,8
听不懂,6
鸟语,5
远远不如,5
西部,7
贫困山区,6
来得,8
金鹰,5
首部,3
九尾狐,1
申敏儿,1
阿娘,1
使道,1
强势,1
来袭,3
PPTV,2
四五,1
zWTMrAM,1
zWTacVR,1
iMBC,1
周才,3
制成,3
婚约,3
中共,2
大开,1
猜猜,1
小札,2
烦,1
针尖对麦芒,1
吵,9
瞧,1
装都装,1
王朔,2
庆乐,1
Phone,5
一周年,2
第二季,2
疯转,2
风迷,1
奖品,4
张学友,3
预存,1
话费,7
元购,1
购乐,1
好礼,1
超值,1
aK2Kwd,1
车牌,3
仨,3
zTPVuz4,1
烈,1
县政府,4
拆迁办,2
昭通,1
巧家,1
引爆,2
戒严,1
国安,4
破事,1
老帕,2
一反常态,1
发飙,1
罗宁,1
高潮,8
老头,1
不明智,1
说实话,1
队里,1
大方向,1
传言,3
一弄,1
不好办,1
最给力,1
名言,2
思想,11
内裤,4
虚构,2
佳人,2
绝不放弃,1
养儿防老,1
防儿,1
君子,1
报仇,2
亚健康,1
体质,1
心肺,1
较弱,1
频率,4
正常值,1
柔韧性,1
较差,1
虚胖,1
灵敏度,1
协调性,1
有氧,1
少则,1
一两个,1
多则,1
三四个,1
走动,1
腿部,2
大部分,6
热能,3
更是,5
凝视着,1
盛传,2
蔬果,1
尝尝,3
丰胸,1
阶段,1
浮于,1
吓倒,1
更大,4
zjUoosY,2
此生,1
吾,5
百年孤独,2
司法,9
副厅长,4
警车,6
宴席,1
赛过,1
皇宫,1
礼金,2
入囊,1
湖南省,5
司法厅,1
亲生,1
婚宴,2
景象,2
调查核实,1
网贴,1
全省,1
敛财,2
赌博,2
现正办,1
珍爱,5
上级,1
一级,4
决策,8
审判,3
审级,1
下级,1
上级法院,1
说理,1
确保,2
奸淫,3
燕赵,1
都市网,1
hbYI50,1
纸币,2
htw2l,1
展现,2
公众,6
体贴,4
善解人意,1
喜怒哀乐,1
软弱,1
无理取闹,1
会爱上,1
神马,8
报导,3
北韩,4
通讯社,3
太空,2
人洪义功,1
总算,1
到达,2
目的地,3
另一面,3
人要,6
太阳黑子,1
土产,1
带回,1
金正恩,5
银河,1
捞,6
一瓢,1
8sbJn15,1
Goal,1
鲁尼,2
续约,1
保罗,4
斯特雷,1
特福德,1
迫使,3
转会,1
签收,1
快递,13
中招,1
钥匙圈,2
3.10086,1
10010,2
查,6
线路,4
上当受骗,2
扩,1
安妮,3
海瑟薇,2
Anne,1
Hathaway,1
亚当,1
舒尔曼,1
Adam,1
Shulman,1
苏尔,1
Coastal,1
镇上,1
灵感,1
来源于,2
用作,1
布置,5
相恋,1
即日起,1
国庆节,3
POWER,2
最具,2
游戏币,1
日媒,5
产业,5
恐,1
走向,2
尽头,5
日经,1
发达国家,1
无人化,1
定制,5
特征,2
第三次,2
工业革命,1
数字化,1
波及,1
制造业,2
就业机会,1
等式,1
生变,1
机器人,1
低成本,1
实用阶段,1
代工,1
就业,5
刺猬,2
沉静,2
忧伤,2
精灵,4
等级,1
观念,2
富人,1
贫穷,5
渡过,2
短暂,1
发人深省,1
博鳌,1
专报,1
陈竺,1
盐油,1
摄入量,3
高成,1
80.9%,1
食盐,1
5g,1
食用油,1
25g,1
53%,1
蔬菜水果,1
400g,1
锻炼,1
比例,3
世行,1
加以控制,1
心肌梗死,2
中风,1
糖尿病,2
慢性病,1
zOohWd0,1
百威,1
channel,1
热舞,3
Dita,2
Von,1
Teese,1
Monarchy,2
Disintegration,1
迷幻,1
歌声,3
白皙,1
威粉们,1
别想,1
歪,5
zjgiGP8,1
试射,4
烈火,4
闪电,5
核弹头,1
射程,1
纵深,2
声称,6
发射,4
洲际,2
核导弹,1
国家电网,2
陕地,2
武斗,2
祸起,1
之争,3
电力,2
集团公司,1
陕西省,5
分公司,2
地盘,1
此番,1
内蒙,2
220,3
千伏,1
输电,1
受困,1
西北,3
电网,3
窘局,1
zOHmzK0,1
夜猫子,1
专场,3
还木有,1
聊聊天,2
互粉,1
這虫,1
這份,1
回來,1
修理,3
老实,3
惹麻烦,3
行骗,2
两万多元,1
无须,7
惊天动地,1
甜言蜜语,2
车载斗量,1
够用,1
遍及,1
有失,1
毅然,1
笑对人生,1
小两口,3
怎么着,1
笔直,2
仰,1
把头,1
只见,1
蹲下,1
脖子酸,1
蹲下来,1
仰视,2
咱再,1
十块钱,1
爪,2
牵,2
电影节,3
长裙,1
zlXqV6y,1
另有,3
文根英,1
金雅中,1
金莎朗,1
裴素,1
zlfgltQ,1
认证,6
港币,1
首破,1
港,8
划算,1
应声,1
跌破,1
现钞,1
兑换,1
价在,1
贬值,1
以往,4
生活用品,1
毒纹,2
蛊,3
失传,1
盯,3
看会,1
吸进,1
幻听,1
音障,1
七人,1
怨魂,1
民生,1
乳房,7
果实,6
葡萄糖,4
果糖,4
蔗糖,4
胡萝卜素,4
维生素,6
酒石酸,4
枸椽酸,4
苹果酸,4
未成熟,2
中含,2
多量,2
蛋白酶,2
脂肪酶,2
营养价值,4
乳神,1
哥哥,5
代言人,1
上档次,3
融合,3
江南style,7
大热,1
风潮,1
韩媒称,5
内在,3
精神科,3
轻松自在,3
环球网,4
zlteUTu,1
最帅,2
zlzCtts,1
公共,6
社保局,2
祝均,1
宝山区,1
区长,2
秦裕,1
国家统计局,3
邱晓华,1
杨忠,1
党员干部,1
违纪,1
涉嫌犯罪,2
颇似,1
张曼玉,1
化名,3
卢嘉丽,3
镇江人,2
逃亡,1
闯荡,1
活在,2
誓言,4
关东,4
大侠,4
关家东,4
执刀,2
暴,2
人扎,2
四死,2
三伤,2
摩托车,2
坟前,2
跪拜,2
枪决,2
沿途,5
多万元,3
执法人员,5
大为改观,2
乒乓,2
作响,1
施工,3
116,1
北块,1
街坊,1
动迁,1
安置,2
工程项目,1
混凝土,1
浇灌,1
夜间,3
批准,3
无能为力,2
扰民,1
住宿,3
杨浦,1
低保,3
想念,3
挡住,4
破口,1
扬长而去,1
麻辣,3
复发,8
台北,5
台联党,4
台独,4
教父,4
之称,4
11.15,1
投票,10
汇总,3
zjh4i9T,1
zjzIlIZ,1
风向,1
榜,2
zjPGCAc,1
丽人,1
Sabncl,1
受欢迎,5
男歌手,3
zWbgE9l,2
微群,3
hBuzIM,2
主吧,2
bdRhh,2
zWgCsPy,1
ausyCF,2
哈佛,4
荒废,1
殒身,1
祈求,1
回避,1
为时已晚,1
最早,1
自我管理,1
流,2
口水,1
翻动,1
书页,1
裸女,1
大喊,1
苍天,1
推诿,2
扯皮,1
出此下策,1
冤屈,1
羞耻,2
刷不开,1
太坏,2
擦亮眼睛,1
天梯,4
霖,1
片头,1
zl7p5RN,1
zl7NqFm,1
哩个,1
台词,1
旁白,1
有无,1
几多,3
爱到,1
扫描,1
二维码,1
lets9394,1
粤,2
蒲,2
innerexile,2
本次,2
macworld,1
最让人,1
眼前一亮,1
顺电,1
这款,3
不亏,1
出自于,1
之手,2
获取,6
奥德赛,1
Odyssey,1
逆天,6
自造,1
供暖,1
淘来,1
组装,2
摄氏度,1
大赞,3
宅救,1
请问,4
针线活,1
多年未见,1
小芳,1
流下,1
梨花带雨,1
藏区,7
四川省,11
甘孜,7
藏族,7
15884044467,7
邮寄,7
驚,1
时放,8
剥皮,8
蒜子,19
在意,4
说不出,4
看中,1
那双,1
不像,1
容不得,1
灰尘,1
一脚,3
搞不定,1
花言巧语,1
福祸,1
相依,1
经不起,1
推敲,1
日久见人心,1
同学会,3
变味儿,2
念头,2
AA,1
得花,1
先聊,1
客套,1
寒暄,1
应酬,3
饭局,1
职务,3
资源,14
饭桌,1
升官,3
挑剔,2
聚会,3
告吹,1
中国青年报,3
米兹大,1
举,1
举手,1
TSKS,1
剧社,3
金秀贤,4
首站,2
刘仁娜,2
朴海镇,2
◇,2
SBS,3
水木,3
主翻,1
笔头,2
全智贤,2
HDTV,1
MKV,1
韩语,1
中字,1
特辑,1
种子,4
戳戳,1
8FKTE0Y,1
欧尼爱,1
松木,1
720P,1
皇族,3
后裔,1
人大,5
全为,1
zW5573c,1
新品,3
美加,2
英法德,2
日澳,2
240,2
定价,2
16GB,1
199,1
32GB,1
299,1
64GB,1
猜,4
葡萄牙,5
尤甚,1
相互间,1
熟悉,5
小编,3
抛块,1
玉,1
足球场,1
板砖,1
挤眼,2
转寄,3
哭点,1
玉米,5
默契,1
接唱,1
衔接,2
葱,4
监音,1
20121215,1
刀锋,2
偏冷,1
火山,1
zj9btFV,1
生命权,3
值,4
照例,3
大吃一顿,3
红海,4
巨蛇,2
埃及,6
科学家,4
抓到,2
320,1
潜水员,3
八名,1
八位,1
ACI,1
模特,2
PopCap,1
春天,4
植物,10
大战,6
续作,2
一系列,8
数千万,1
喜好,1
春季,1
生长,1
季节,3
毛新宇,1
新作,2
爷爷奶奶,1
h1R0Rj,1
📢,1
卖狗肉,4
违法,17
监督局,4
受理,4
☎,1
️,3
❗,1
🍀,1
原话,1
白金汉宫,1
安德鲁,2
飞行员,3
福克兰岛,1
前线,4
身为,1
最怕,1
报平安,1
Shard,1
速降,1
退伍军人,1
募款,1
不减当年,1
GO,1
SHOW,1
手链,4
两百万,1
韩币,1
脱落,2
碎块,1
拿手,1
嘟囔,1
龙哥,1
珍贵,6
拜托,2
流言,3
partnervi,1
mystifis,1
萨粉,1
生活态度,1
每张,1
面孔,1
变老,1
高校,7
自我安慰,1
断,3
慈溪市,2
XX,8
职高,2
艺术部,1
自慰,4
断裂,2
留在,6
束手无策,1
身价,3
北师大,1
董藩,3
研究生,11
遍地,3
亿万富翁,3
反对者,1
衡量,2
唯一标准,1
学历者,1
耻辱,2
赞同,2
大佬,1
8k40paJ,1
芭芭拉,2
加利亚尼,2
宫斗,1
胜出,1
阿贾克斯,1
红黑,1
Vid,1
All,3
Matters,1
长城,5
外粉,1
古堡,1
顺眼,2
Beliebers,1
傲娇,3
随性,1
zRtrGa1,1
第四,3
城乡,2
差距,4
税负,2
矿难,2
收费公路,2
万公里,2
人口,5
游离,2
社保,4
之外,6
两对,2
双胞胎,6
四名,3
同一天,4
均生,1
几率,2
小于,1
万分之一,1
例,1
拔掉,2
电话铃,1
响,3
沒拔,1
接听,1
几秒,1
流过,1
击倒,1
冲入,1
微弱,1
烧焦,4
惨痛,2
亲朋好友,4
乞讨,5
比划,1
一女,4
男带,1
安阳,1
转转,2
陈女士,4
李亚成,4
13453112081,2
临近,3
半价,3
铁路,2
学生证,4
本月底,2
截止,6
大中专,1
院校,3
持,1
涨价,2
刘刚,1
史者,1
元芳,3
刘忻,3
忻路,2
光盘,2
孩孩,2
先发个,1
图图,1
一睹为快,1
网宣靠,1
彭三金,1
经得起,2
左看,1
美的,4
性格开朗,1
心变,1
人前,1
伪装,2
之死,1
开眼,2
长见识了,2
县委,6
贺,5
遵庆,5
个人资料,3
简历,3
在职,3
学历,6
维稳学,12
硕士学位,5
杜芝富,1
尸,1
隆裕太后,3
紫薇,3
百日红,1
枝干,1
全树动,1
闻名,2
象征,3
临头,1
王岐山,2
禁念稿,1
听取,2
尊敬,3
少说,1
客套话,1
不准,4
发言稿,1
会上,2
谈到,4
zjVGIAD,1
此帖,1
侵害,1
外婆,6
小家伙,6
国权,3
冷清,3
黄兴路,3
迎面,4
征兆,3
手上,4
餐巾纸,3
捂,4
特哈人,1
15193383486,4
WE,2
iG,1
激战,4
IG,2
势均力敌,1
打满,1
场才,1
分出,1
胜负,1
放出,1
五场,1
zYmu3xY,1
张小受,1
印制,1
1111,1
條的,1
感激,3
雖然,1
難開,1
這個,2
已經,5
超級,1
滿足,1
背負,1
送給,2
喜歡,4
歌詞,1
相識,1
緣份,1
結束,1
無論,1
机制,3
怪胎,1
师友,1
台州,1
黄岩区,1
桥,8
初二,1
琐事,4
纠纷,2
持刀,5
初三,2
捅,8
委,1
有恃无恐,1
疏导,1
部等,1
追问,5
粉饰,2
门面,1
唱赞歌,1
掩盖真相,2
能维稳,1
南安普顿,1
Hants,1
宜家,2
圣诞树,1
镑,3
卖不出去,1
大减价,1
狠心,1
离着,1
抢颗,1
白送,1
江县,1
灾,1
部开,1
身,5
欲讯秋情,1
众莫知,1
负手,1
叩,1
东篱,1
孤标傲世,1
偕,1
隐,1
花开,3
底,1
圃,1
露庭霜何,1
鸿,1
蛩,1
相思,3
休言,1
举世,1
无谈者,1
解语,1
片语,1
世博,1
亚运,1
国债,1
40000,1
三公,2
疗养,1
棺材,2
湘西,2
肚,1
饿肚,1
悬崖,2
监政,1
连环画,1
彭园,1
正义者,1
星人,4
一整天,1
改用,1
回放,1
讯号,1
朗达,1
拜恩,1
说事,2
坐鸟,2
五元,5
见所未见,2
闻所未闻,3
列车长,1
套用,2
郑渊洁,5
童话,2
看不下去,2
法治,4
珠海,4
改革开放,1
拓荒,1
一点多,1
用得着,1
原副,1
冼文,1
如是说,1
红包,2
放高利贷,1
获利,3
1600,3
aokHKX,1
健在,1
知己,2
两三,1
盗,2
别太,1
我头,1
ODA,2
无偿援助,1
赔款,1
赖,1
只字不提,2
提个,1
林萍,1
扒皮,1
精日,1
多公知,1
真是太,5
申遗,1
沙河粉,1
艇,1
仔粥,1
布拉,1
肠粉,2
泮塘,1
马蹄,1
糕,1
姜撞奶,1
叉烧包,1
虾饺,1
云吞面,1
牛杂,1
顺记,1
椰子,1
雪糕,1
人体模特,1
苏紫紫,1
hGqp9g,1
美帝,1
自导自演,1
一出戏,1
阿富汗,3
断腿,1
美军,20
怜悯,1
万能,1
引渡,4
斯诺,3
耗,1
藏身,1
登以,1
刑事,2
控罪,2
刑罚,1
监禁,2
聆讯,1
zHrkddq,1
侣,1
胖纸,1
老老少少,1
聚在一起,1
吃吃喝喝,1
说说笑笑,2
欢欢喜喜,1
发改委,3
批复,4
万亿,6
由朴,1
有天,3
尹恩惠,1
俞承豪,1
韩剧,5
掀起,3
一股,7
流风,1
揪心,1
苦涩,3
＼,1
悲痛,3
赚足,1
改,3
韩正宇,1
李秀妍,1
虐,3
完后,1
ending,1
zje4WaO,1
免除,3
债务,2
网爆,4
免,3
250,3
反华,1
枪杀,4
一尸两命,1
拒,4
贵港市,1
平南县,1
刑警,1
米粉店,1
吴英,1
射伤,1
蔡世勇,1
抚养费,1
太小,3
赡养,1
公正,3
退役,4
最后通牒,2
功利,1
锦标主义,1
大公网,1
赞人,1
陷人,1
推人,1
领教,1
翻覆,1
造神,1
狂热,2
恶毒,2
跌出,1
吸金,1
模子,1
握紧,1
哭泣,2
肩膀,2
zOojo3R,1
918,1
正佳,2
群里,4
那段,3
封,3
IMF,2
注资,2
430,2
国际货币基金组织,1
新兴,2
经济体,1
注入,2
资金,5
提振,1
金融体系,1
发展中国家,1
zWZ2lAb,1
流行音乐,3
指标,4
泰山,2
接班人,1
实力派,2
粤语,4
许冠杰,1
第三个,3
歌神,1
称号,3
陈志钊,2
身披,2
巴甲,2
首秀,2
高呼,1
志钊,3
回顾,4
激情时刻,1
zlQrkeJ,1
甲第,1
战袍,3
替补,3
迎来,6
首位,5
巴西,4
甲级联赛,1
全场欢呼,1
群护,1
通,2
黑话,1
继毁,1
清新,6
毁掉,1
老祖宗,1
高雅,2
上缴,4
长途,3
光缆,2
租赁费,2
网间,2
结算,2
强盗,1
多好,2
几分,3
坦诚,1
信誓旦旦,1
偏爱,2
一意孤行,1
缺失,2
一角,2
补全,1
爆冷,2
敌,2
佩内塔,3
公开赛,1
头号,1
金花,1
整场,1
困扰,3
职业生涯,5
闯进,3
顶级,4
赛,2
拉德,4
万斯,2
8sA3Vdl,1
锤子,6
B轮,2
融资,3
月底,2
面市,1
投资界,2
投资人,2
出资,1
下个月,1
本轮,1
罗永浩,1
出炉,2
对外,2
8sbSkM1,1
冷夏,1
父爱,2
称职,1
倾向,3
育儿,1
a9zQHq,1
东街口,1
庄宇,1
希是,1
疯子,1
95Cherish,1
小鸡,3
翁晓炜,1
999,2
留一手,1
净身,1
出户,1
8sMzLGD,1
洛阳市,3
太漂亮,2
生殖器官,2
洛龙区,2
被害人,1
江某,1
经济损失,1
致死案,1
法律界,1
hH4QC,1
乖,1
不哭,1
奶奶,8
一百天,1
欢,2
李海,1
新闻周刊,1
建军,1
朔州市,1
朔城区,2
吴,4
学文,1
三死,1
一伤,1
阻拦,2
人民政府,3
看贞子,1
荣光,2
Boyfriend,1
骆驼,1
zlACWLy,1
篇,2
好久没,2
双生,1
吼吼,1
路人饭,1
黄头发,1
荣旻,1
黑头发,1
光旻,1
zlACHkd,1
流落,1
无人,7
照看,1
躲入,1
垃圾桶,2
烧火,1
一氧化碳,1
而亡,1
深入骨髓,2
境遇,1
尺子,1
小天使,1
☆,3
电视新闻,1
猪肉,2
羊肉,1
鸡肉,2
鸭肉,1
肉制品,1
5570,1
家禽,3
炭疽,1
刚开,1
紧急会议,1
没见,3
平生,1
学有专长,1
有所为,1
不愧为,1
